Company,Location,Job Title,min_salary,max_salary,avg_salary
CharmAI Technologies,Delhi,Full Stack Developer,10000.0,15000.0,12500.0
Nityacare Health Technologies Pvt Ltd,"Navi Mumbai, Mumbai",Data Scientist,15000.0,23000.0,19000.0
Digital Guruji,Work from home,Data Scientist,7500.0,7500.0,7500.0
Weframe Tech,Work from home,Full Stack Developer,13000.0,35000.0,24000.0
OrangePe Solutions,Work from home,Data Scientist,5000.0,10000.0,7500.0
GOITDEV TECHNOLOGIES OPC PRIVATE LIMITED,Work from home,Game Developer,3000.0,5000.0,4000.0
Neobhi,Bangalore,Web Development,5000.0,15000.0,10000.0
FynTune Solution Private Limited,"Thane, Navi Mumbai, Turbhe",Data Engineer,12000.0,18000.0,15000.0
FynTune Solution Private Limited,"Thane, Navi Mumbai, Turbhe",Software Engineer (Frontend),8000.0,12000.0,10000.0
S.S. Rana & Company,Delhi,Web Development,4000.0,5000.0,4500.0
S.S. Rana & Company,Delhi,Data Scientist,4000.0,5000.0,4500.0
Apex Style,Work from home,UI/UX Designer,1400.0,2000.0,1700.0
Apex Style,Work from home,Data Engineer,1400.0,2000.0,1700.0
Apex Style,Work from home,Web Development,1400.0,2300.0,1850.0
Apex Style,Work from home,Technical Writer,1500.0,2300.0,1900.0
Apex Style,Work from home,Data Engineer,1400.0,2000.0,1700.0
Apex Style,Work from home,Game Developer,1400.0,2000.0,1700.0
Apex Style,Work from home,Machine Learning Engineer,1500.0,2300.0,1900.0
Apex Style,Work from home,Data Scientist,1500.0,2500.0,2000.0
S.S. Rana & Company,Delhi,Machine Learning Engineer,4000.0,5000.0,4500.0
Apex Style,Work from home,Cybersecurity Analyst,1400.0,2000.0,1700.0
TechStax Private Limited,Work from home,Mobile Developer,10000.0,20000.0,15000.0
Apex Style,Work from home,Data Scientist,1500.0,2500.0,2000.0
Apex Style,Work from home,Data Scientist,1500.0,2500.0,2000.0
Apex Style,Work from home,Web Development,1500.0,2500.0,2000.0
Apex Style,Work from home,Game Developer,1500.0,2500.0,2000.0
Apex Style,Work from home,Android Developer,1500.0,2500.0,2000.0
Apex Style,Work from home,Technical Writer,1500.0,2500.0,2000.0
Apex Style,Work from home,Cloud Engineer,1500.0,2500.0,2000.0
Apex Style,Work from home,Software Engineer (Backend),1500.0,2500.0,2000.0
Apex Style,Work from home,Software Engineer (Frontend),1500.0,2500.0,2000.0
Apex Style,Work from home,Blockchain Developer,1500.0,2500.0,2000.0
URE Legal Advocates,Work from home,Research Scientist,1000.0,1000.0,1000.0
Apex Style,Work from home,Junior Developer,1500.0,2500.0,2000.0
Apex Style,Work from home,Data Scientist,1500.0,2500.0,2000.0
Apex Style,Work from home,Software Engineer (Backend),1500.0,2500.0,2000.0
Apex Style,Work from home,Software Engineer (Frontend),1500.0,2500.0,2000.0
Apex Style,Work from home,Software Engineer (Frontend),1500.0,2500.0,2000.0
Apex Style,Work from home,Web Development,1500.0,2500.0,2000.0
Apex Style,Work from home,Data Scientist,1500.0,2500.0,2000.0
Apex Style,Work from home,Full Stack Developer,1500.0,2500.0,2000.0
Apex Style,Work from home,Data Engineer,1500.0,2500.0,2000.0
Digital Heroes,Work from home,Web Development,15000.0,15000.0,15000.0
OxYmora Technology Private Limited,Jaipur,Web Development,3000.0,3000.0,3000.0
Capital Engineering,Work from home,Full Stack Developer,15000.0,15000.0,15000.0
GigFloww,Work from home,Data Scientist,1000.0,1000.0,1000.0
Brihat Infotech Private Limited,Work from home,Data Scientist,3500.0,4000.0,3750.0
DataVinci Private Limited,Work from home,Full Stack Developer,7000.0,7000.0,7000.0
GigFloww,Work from home,Data Scientist,1000.0,1000.0,1000.0
Business Quant,Work from home,Data Scientist,5000.0,10000.0,7500.0
Prashant Kumar LTD,Work from home,Research Scientist,9000.0,9000.0,9000.0
FunMotionLabs,Work from home,Data Scientist,8000.0,12000.0,10000.0
ROBOKALAM,Warangal,Web Development,6000.0,20000.0,13000.0
SunEmison Solar Energy Private Limited,Hyderabad,Data Scientist,1500.0,1500.0,1500.0
"Inova Compamed Pvt. Ltd., Bangalore",Bangalore,Data Scientist,8000.0,10000.0,9000.0
EY,"Ahmedabad, Mumbai",Data Scientist,8000.0,10000.0,9002.5
Realfy Oasis,Work from home,Full Stack Developer,5000.0,5000.0,5000.0
Requin Solutions Private Limited,Jaipur,Junior Developer,10000.0,12000.0,11000.0
Viral Inbound,Work from home,Web Development,5000.0,5000.0,5000.0
FreJun Incorporation,Work from home,QA Engineer,14000.0,14000.0,14000.0
Rancho Labs,Work from home,Data Scientist,7000.0,7500.0,7250.0
CircleChess,Bangalore,Data Scientist,10000.0,15000.0,12500.0
Digvijay Industries,Aurangabad,Software Engineer (Backend),5000.0,8000.0,6500.0
Velozity Global Solutions,Work from home,Software Engineer (Backend),8000.0,10000.0,9000.0
CipherSchools,"Chandigarh, Gurgaon, Mohali, Greater Noida, Noida, Punjab",Software Engineer (Backend),60000.0,80000.0,70000.0
CipherSchools,"Chandigarh, Gurgaon, Mohali, Greater Noida, Noida",Full Stack Developer,60000.0,80000.0,70000.0
CipherSchools,"Chandigarh, Gurgaon, Mohali, Greater Noida, Noida, Punjab",Web Development,60000.0,80000.0,70000.0
Whatbytes,Work from home,Data Scientist,10000.0,20000.0,15000.0
AppLocum International LLP - India,Ahmedabad,QA Engineer,5000.0,5000.0,5000.0
Wrexa Technologies LLC,Work from home,Machine Learning Engineer,10000.0,15000.0,12500.0
Pb Holotech India Pvt Ltd,"Kolkata, Howrah",UI/UX Designer,7500.0,12000.0,9750.0
Doshion Polyscience Private Limited,"Ahmedabad, Sanand",NLP Engineer,13500.0,18000.0,15750.0
Vizuara,Pune,Machine Learning Engineer,20000.0,25000.0,22500.0
Greenin Urja,Vikasnagar,Software Engineer (Backend),8000.0,12000.0,10000.0
Softsensor.ai,Jaipur,Full Stack Developer,12000.0,16000.0,14000.0
Stoic Investment Managers,Faridabad,Mobile Developer,15000.0,20000.0,17500.0
Jivichem Synthesis Private Limited,Work from home,Machine Learning Engineer,25000.0,25000.0,25000.0
Chaintech Network,Ahmedabad,QA Engineer,9000.0,10000.0,9500.0
Educase India,Work from home,Software Engineer (Backend),5000.0,5000.0,5000.0
ROUTINE REGIME PRIVATE LIMITED,Noida,Software Engineer (Backend),10000.0,10000.0,10000.0
Aaptatt,Work from home,iOS Developer,18000.0,25000.0,21500.0
Jivichem Synthesis Private Limited,Work from home,Machine Learning Engineer,22000.0,22000.0,22000.0
Jivichem Synthesis Private Limited,Work from home,Data Scientist,20000.0,20000.0,20000.0
Reveation Labs,Work from home,Data Scientist,5000.0,7000.0,6000.0
CSTech Infosolutions Private Limited,Bangalore,Mobile Developer,10000.0,15000.0,12500.0
Proptelligence Technologies,Work from home,Machine Learning Engineer,4500.0,5000.0,4750.0
RSVR Technlogies Private Limited,Work from home,Machine Learning Engineer,25000.0,25000.0,25000.0
Ess Pee Quality Products,Mohali,QA Engineer,10000.0,20000.0,15000.0
AIMonk Labs Technology Limited,Work from home,Cybersecurity Analyst,10000.0,15000.0,12500.0
Whatbytes,Work from home,Data Scientist,10000.0,20000.0,15000.0
Hubnine India Private Limited,Work from home,Machine Learning Engineer,8000.0,15000.0,11500.0
Rukhmani Treasures,Pune,Data Scientist,6000.0,10000.0,8000.0
Graveiens Eduservices Private Limited,Work from home,Machine Learning Engineer,21000.0,32000.0,26500.0
Whatbytes,Work from home,Software Engineer (Backend),10000.0,20000.0,15000.0
Digital Heroes,Work from home,Data Scientist,15000.0,15000.0,15000.0
Digital Guruji,Delhi,Full Stack Developer,15000.0,15000.0,15000.0
Infinity Plus 1,"Mumbai, Navi Mumbai, Kurla",Data Scientist,5000.0,10000.0,7500.0
Adstacks Media,Gurgaon,Mobile Developer,11000.0,12000.0,11500.0
AFD India,"Ernakulam, Cochin",Machine Learning Engineer,11000.0,15000.0,13000.0
Factacy.Ai,Gurgaon,Data Scientist,15000.0,15000.0,15000.0
ConversAIlabs,Work from home,Junior Developer,5000.0,5001.0,5000.5
Vyorius Drones Private Limited,Work from home,Full Stack Developer,3000.0,5000.0,4000.0
Renan Partners,Work from home,Data Scientist,5000.0,5000.0,5000.0
Meteoros Automation,Chennai,Software Engineer (Frontend),5000.0,11000.0,8000.0
UnifyXperts,Mumbai,Full Stack Developer,15000.0,15000.0,15000.0
Chandrima Datta,Work from home,Web Development,6000.0,8000.0,7000.0
Isourse,Delhi,Software Engineer (Backend),27000.0,30001.0,28500.5
Final Round AI,Work from home,Cloud Engineer,15000.0,18000.0,16500.0
Daten & Wissen Private Limited,Mumbai,Software Engineer (Backend),4000.0,5000.0,4500.0
IDZ Digital Private Limited,Mumbai,Software Engineer (Frontend),8000.0,10000.0,9000.0
Digital Heroes,Work from home,Machine Learning Engineer,2000.0,2000.0,2000.0
Big Internet E-commerce Private Limited,Work from home,Full Stack Developer,5000.0,10000.0,7500.0
Jivichem Synthesis Private Limited,Work from home,Web Development,6000.0,6000.0,6000.0
Final Round AI,Work from home,Software Engineer (Backend),15000.0,18000.0,16500.0
Indika AI Private Limited,"Delhi, Noida",Blockchain Developer,8000.0,12000.0,10000.0
W3Dev,Work from home,Software Engineer (Frontend),5000.0,8000.0,6500.0
TheBlackJabGroup,Work from home,Web Development,10000.0,30000.0,20000.0
QUARTERSTACK TECHNOLOGIES PRIVATE LIMITED,Work from home,Software Engineer (Frontend),10000.0,10000.0,10000.0
QUARTERSTACK TECHNOLOGIES PRIVATE LIMITED,Work from home,Web Development,10000.0,10000.0,10000.0
QUARTERSTACK TECHNOLOGIES PRIVATE LIMITED,Work from home,Software Engineer (Frontend),10000.0,10000.0,10000.0
Avi Sharma,Work from home,Machine Learning Engineer,5000.0,10000.0,7500.0
Medicalbook,Work from home,Web Development,4000.0,4000.0,4000.0
EclipseIQ.ai,Work from home,Full Stack Developer,11000.0,25000.0,18000.0
10kart,Hyderabad,Data Scientist,8000.0,17000.0,12500.0
Avi Sharma,Work from home,Data Scientist,10000.0,10000.0,10000.0
Personal Touch Skincare,Gurgaon,Data Scientist,20000.0,20000.0,20000.0
Vsure Consultancy Services,Navi Mumbai,Machine Learning Engineer,10000.0,15000.0,12500.0
MAGIKTROVE,Work from home,Data Scientist,1000.0,2000.0,1500.0
Login2Xplore,Work from home,Data Scientist,6000.0,7500.0,6750.0
Cartoq,Work from home,Web Development,15000.0,15000.0,15000.0
Buddha Education Association Incorporation,"Ahmedabad, Chandigarh, Chennai, Coimbatore, Pune, Surat, Ahmednagar, Vadodara, Mumbai, Kochi, Jaipur, Nagpur, Nashik, Goa Velha, Bangalore",Data Scientist,10000.0,10000.0,10000.0
Sedani Digital Private Limited,Ahmedabad,Software Engineer (Backend),3000.0,3000.0,3000.0
Velozity Global Solutions,Work from home,NLP Engineer,20000.0,30000.0,25000.0
ConversAIlabs,Work from home,Cloud Engineer,3000.0,3000.0,3000.0
DCverse,Work from home,Data Scientist,10000.0,20000.0,15000.0
Uzence Design Studio,Work from home,Data Scientist,2000.0,2000.0,2000.0
Countai Private Limited,Coimbatore,Cloud Engineer,10000.0,10000.0,10000.0
Skygoal Tech,Hyderabad,iOS Developer,4000.0,6000.0,5000.0
Vomychat.com,Work from home,Data Scientist,100.0,500.0,300.0
ConversAIlabs,Work from home,Game Developer,3000.0,3001.0,3000.5
ConversAIlabs,Work from home,Software Engineer (Backend),3000.0,3001.0,3000.5
Cyrus 365,Work from home,Blockchain Developer,11000.0,15000.0,13000.0
KIWIS AND BROWNIES IT SOLUTIONS INDIA PRIVATE LIMITED,Bangalore,Data Scientist,10000.0,15000.0,12500.0
The Lean Guy Show,Work from home,Web Development,1001.0,10000.0,5500.5
Innovation99,Bangalore,Data Scientist,15000.0,15000.0,15000.0
Better,Work from home,Software Engineer (Frontend),8000.0,10000.0,9000.0
Better,Work from home,Software Engineer (Frontend),8000.0,10000.0,9000.0
International Institute Of SDGs & Public Policy Research,Work from home,Software Engineer (Backend),8000.0,10000.0,9002.5
Edreate Institute LLP,Work from home,Full Stack Developer,5000.0,15000.0,10000.0
Vaishnavi Wellness,Bangalore,Web Development,10000.0,11000.0,10500.0
Aquesa Solutions Private Limited,Work from home,Web Development,5300.0,5700.0,5500.0
SkillGenic Academy,Indore,Full Stack Developer,10000.0,20000.0,15000.0
IDZ Digital Private Limited,Work from home,Game Developer,8000.0,8000.0,8000.0
Freecharge Payments Technology Private Limited,Gurgaon,Machine Learning Engineer,15000.0,16000.0,15500.0
Addlens Technologies Private Limited,Work from home,QA Engineer,2000.0,5000.0,3500.0
Quantasis Private Limited,Mumbai,Mobile Developer,5000.0,8000.0,6500.0
OBI INNOVATIONS PRIVATE LIMITED,Bangalore,Data Scientist,5000.0,75000.0,40000.0
Kishore Ganth D,Work from home,Machine Learning Engineer,8000.0,8000.0,8000.0
Infits,Work from home,Data Scientist,5500.0,7000.0,6250.0
IoTReady,Bangalore,Mobile Developer,15000.0,20000.0,17500.0
15M Ventures,"Pune, Chakan, Pimpri-Chinchwad, Alandi, Kalewadi, Hinjawadi",Web Development,8000.0,15000.0,11500.0
FlexiEle Consulting Services Private Limited,Work from home,Software Engineer (Backend),15000.0,20000.0,17500.0
Standard Labs LLC,Work from home,Full Stack Developer,10000.0,25000.0,17500.0
NextEdge Labs,Work from home,Technical Writer,7500.0,7500.0,7500.0
Digite Infotech Private Limited,Mumbai,Data Scientist,8000.0,10000.0,9000.0
Nindo Education LLP,Work from home,Android Developer,5000.0,15000.0,10000.0
Addlens Technologies Private Limited,Work from home,Software Engineer (Backend),3000.0,5000.0,4000.0
TheDigitalShift,Work from home,Data Scientist,10000.0,15000.0,12500.0
Nindo Education LLP,Work from home,Data Scientist,4000.0,8000.0,6000.0
NextEdge Labs,Work from home,Software Engineer (Backend),5000.0,5000.0,5000.0
Kahani Technologies Private Limited,Pune,Data Scientist,12000.0,15000.0,13500.0
Nindo Education LLP,Work from home,Web Development,4000.0,8000.0,6000.0
Narigiri's Connect To Universe Private Limited,Work from home,Software Engineer (Backend),9000.0,9000.0,9000.0
Energy Alternatives India,Chennai,Machine Learning Engineer,15000.0,20000.0,17500.0
Longani Consulting,Work from home,Data Scientist,13000.0,40000.0,26500.0
MentorBoxx,Work from home,Machine Learning Engineer,10000.0,10000.0,10000.0
MentorBoxx,"Pune, Mumbai",Data Scientist,10000.0,10000.0,10000.0
PANELVOICES PVT LTD (OPC),Work from home,Data Scientist,15000.0,20000.0,17500.0
Arivu Educational Consultants Private Limited,Bangalore,Data Scientist,6000.0,6000.0,6000.0
TheGoodBrowser,Gurgaon,Machine Learning Engineer,25000.0,30000.0,27500.0
LDev Technologies Private Limited,Warangal,Software Engineer (Backend),2000.0,4000.0,3000.0
SURUCHI CONSULTANTS,"Delhi, Ghaziabad, Noida",QA Engineer,2000.0,2500.0,2250.0
TZURONI LTD.,Work from home,Machine Learning Engineer,5000.0,7000.0,6000.0
Techqueto,Work from home,Web Development,3000.0,5000.0,4000.0
TheDigitalShift,Work from home,Machine Learning Engineer,15000.0,15000.0,15000.0
NovaFocus Private Limited,Work from home,Mobile Developer,18000.0,18000.0,18000.0
Bharat Economic Forum,Work from home,Web Development,5000.0,15000.0,10000.0
Amay Verma,Work from home,Data Scientist,5000.0,5000.0,5000.0
Qwetzal Technologies,Dehradun,Web Development,6000.0,8000.0,7000.0
Voxomos,Noida,Data Scientist,10000.0,30000.0,20000.0
Visorfin Tech Services Pvt Ltd,"Agra, Mathura",Data Scientist,3000.0,5000.0,4000.0
Blest Inn,Delhi,Data Scientist,7000.0,9000.0,8000.0
Syva Syva,Work from home,Mobile Developer,9000.0,10000.0,9500.0
Kots Daily Services Private Limited,Bangalore,Machine Learning Engineer,21000.0,21000.0,21000.0
Aarogyaa Bharat,Pune,Machine Learning Engineer,12000.0,15000.0,13500.0
Whatbytes,Work from home,Software Engineer (Backend),10000.0,20000.0,15000.0
NatWest Group,Gurgaon,Software Engineer (Backend),45000.0,45000.0,45000.0
Clappia,Bangalore,Data Scientist,20000.0,25000.0,22500.0
TheCoinRepublic,Bhopal,Data Scientist,25000.0,25000.0,25000.0
Integral Solution,Bangalore,Machine Learning Engineer,35000.0,40000.0,37500.0
TheCoinRepublic,Bhopal,Web Development,25000.0,25000.0,25000.0
Walnut Publication,"Faridabad, Delhi, Gurgaon, Noida",Software Engineer (Frontend),15000.0,22000.0,18500.0
Kajal Innovation & Technical Solutions,Akola,Mobile Developer,4000.0,8000.0,6000.0
Tutedude,Work from home,Cloud Engineer,25000.0,25000.0,25000.0
Brand Fabricator,Work from home,Data Scientist,4000.0,5000.0,4500.0
Yoliday LLP,Work from home,Cybersecurity Analyst,4000.0,5000.0,4500.0
Joveo,Work from home,Data Scientist,50000.0,50000.0,50000.0
Prinseps Auction Private Limited,Mumbai,Data Scientist,10000.0,15000.0,12500.0
Disease Eradication Through Education And Prevention,Hyderabad,Data Scientist,8000.0,10000.0,9002.5
Sunrise Immigration Consultants Pvt Ld,Chandigarh,QA Engineer,7000.0,20000.0,13500.0
KlentySoft Incorporation,Chennai,Full Stack Developer,15000.0,25000.0,20000.0
GVK Lead The Leader,Navi Mumbai,Mobile Developer,10000.0,15000.0,12500.0
NatWest Group,Gurgaon,Cloud Engineer,40000.0,45000.0,42500.0
GigFloww,Work from home,Web Development,1000.0,1000.0,1000.0
Narigiri's Connect To Universe Private Limited,Work from home,Cybersecurity Analyst,1000.0,8000.0,4500.0
NatWest Group,Gurgaon,Data Scientist,40000.0,45000.0,42500.0
AroundMe,Hyderabad,Machine Learning Engineer,10000.0,20000.0,15000.0
ConversAIlabs,Gurgaon,Software Engineer (Backend),10000.0,10000.0,10000.0
Deshonnati Deshotkarsh Foundation,Work from home,Web Development,8000.0,10000.0,9002.5
Sprintofy,Pune,Mobile Developer,3000.0,5000.0,4000.0
Virtual Team Corporation Inc.,Work from home,Data Scientist,1500.0,4000.0,2750.0
Polycrafts,Pune,Data Engineer,10000.0,10000.0,10000.0
Emoolar Technology Private Limited,Work from home,NLP Engineer,5000.0,7000.0,6000.0
CvDragon India,Kolkata,Mobile Developer,10000.0,10000.0,10000.0
ConversAIlabs,Gurgaon,Data Scientist,10000.0,10001.0,10000.5
ConversAIlabs,Gurgaon,Web Development,10000.0,10000.0,10000.0
Pb Holotech India Pvt Ltd,"Howrah, Kanajuli",Machine Learning Engineer,9009.0,17000.0,13004.5
KVAR Technologies Private Limited,Mumbai,Data Scientist,12000.0,15000.0,13500.0
Crest Ai,Bangalore,Data Scientist,25000.0,50000.0,37500.0
Accredian,Work from home,Software Engineer (Backend),10000.0,15000.0,12500.0
Giift,Bangalore,Mobile Developer,15000.0,20000.0,17500.0
Eklavya.me,Work from home,Data Scientist,1000.0,2000.0,1500.0
VIVARAN INFOCOM PRIVATE LIMITED,Kolkata,Data Scientist,5000.0,10000.0,7500.0
CodingCraft By KBD Group,Pune,Data Scientist,13000.0,15000.0,14000.0
CodingCraft By KBD Group,Pune,Cybersecurity Analyst,13000.0,15000.0,14000.0
CodingCraft By KBD Group,Pune,Machine Learning Engineer,13000.0,15000.0,14000.0
Explified,Work from home,Game Developer,5000.0,5000.0,5000.0
Digital Guruji,Delhi,Software Engineer (Frontend),15000.0,15000.0,15000.0
Talent Corner HR Services,Mumbai,Junior Developer,15000.0,15000.0,15000.0
Medi AI,Work from home,Full Stack Developer,12000.0,12000.0,12000.0
GEMA Education Technology Private Limited,Work from home,Junior Developer,2000.0,2000.0,2000.0
Ramyoz,Noida,Web Development,5000.0,10000.0,7500.0
Beyondskool,Mumbai,Web Development,10000.0,12000.0,11000.0
Kajkarma,Work from home,Web Development,3000.0,5000.0,4000.0
MoLog Media & Advertising,Gurgaon,Data Scientist,10000.0,15000.0,12500.0
Gold Coast Films LLP,Mumbai,Machine Learning Engineer,10000.0,10001.0,10000.5
URE Legal Advocates,Work from home,Software Engineer (Backend),1000.0,1000.0,1000.0
W3Dev,Noida,Technical Writer,5000.0,5000.0,5000.0
Peers Global Business Platform,Ahmedabad,Data Scientist,2000.0,4000.0,3000.0
Webgenesis,Jaipur,Web Development,2500.0,3000.0,2750.0
NayePankh Foundation,Work from home,Web Development,8000.0,10000.0,9002.5
Collabdiary,"Dombivli, Kalyan, Mumbai, Kurla",Data Scientist,30000.0,40000.0,35000.0
IC Solutions,Work from home,Data Scientist,7001.0,13000.0,10000.5
Vistaar Digital Communications Private Limited,Mumbai,QA Engineer,8000.0,8000.0,8000.0
Infolog Solutions Private Limited,"Mysuru, Bangalore",iOS Developer,7000.0,8000.0,7500.0
Inorbvict Healthcare India Private Limited,Pune,Web Development,3000.0,6000.0,4500.0
DataVinci Private Limited,Work from home,Machine Learning Engineer,5000.0,5000.0,5000.0
Skylink Fibernet Private Limited,Coimbatore,DevOps Engineer,8000.0,10000.0,9000.0
Factacy.Ai,Gurgaon,QA Engineer,10000.0,15000.0,12500.0
Homely Planet,Work from home,Full Stack Developer,5000.0,10000.0,7500.0
CipherSchools,Work from home,Software Engineer (Backend),20000.0,30000.0,25000.0
Bezt Labs,Work from home,Data Scientist,9000.0,10000.0,9500.0
Graveiens Eduservices Private Limited,Work from home,Machine Learning Engineer,11000.0,32000.0,21500.0
Betatest Solutions Private Limited,Work from home,Cloud Engineer,9000.0,10000.0,9500.0
S.S. Rana & Company,Delhi,Data Scientist,5000.0,10000.0,7500.0
Crobstacle Ventures LLP,"Dehradun, Rishikesh",Web Development,4500.0,10000.0,7250.0
ViewZen Labs Private Limited,"Chennai, Bangalore",Machine Learning Engineer,15000.0,15000.0,15000.0
Dendrite.ai,Work from home,Software Engineer (Frontend),1000.0,15000.0,8000.0
Appzitter Technologies LLP,Work from home,Game Developer,10000.0,10001.0,10000.5
Tutedude,Work from home,Machine Learning Engineer,25000.0,25000.0,25000.0
S.S. Rana & Company,Delhi,Data Scientist,5000.0,10000.0,7500.0
DevTown,Work from home,Data Scientist,8000.0,8000.0,8000.0
Tutedude,Work from home,UI/UX Designer,25000.0,25000.0,25000.0
SKILL GEEK PRIVATE LIMITED,Work from home,Technical Writer,25000.0,50000.0,37500.0
WellM (Wellness Mandal Private Limited),Delhi,Data Scientist,10000.0,15000.0,12500.0
Invest4Edu Private Limited,Work from home,Machine Learning Engineer,10000.0,10000.0,10000.0
ADOBE,Bangalore,QA Engineer,8000.0,10000.0,9002.5
Multiverz,Work from home,Research Scientist,1000.0,1000.0,1000.0
TheDigitalShift,Work from home,Data Scientist,8000.0,8000.0,8000.0
ExactSpace,Bangalore,DevOps Engineer,18000.0,18000.0,18000.0
Indika AI Private Limited,Work from home,Full Stack Developer,8000.0,10000.0,9000.0
CharterHouse,Pune,Mobile Developer,8000.0,12000.0,10000.0
Development Logics,Work from home,Data Scientist,9000.0,15000.0,12000.0
ROBOKALAM,Warangal,Data Scientist,5000.0,13000.0,9000.0
United Business®,Work from home,Web Development,3000.0,9000.0,6000.0
Tech-Tailor Solutions Private Limited,Bangalore,Data Scientist,10000.0,12500.0,11250.0
On Demand Experts,Work from home,Data Scientist,10000.0,25000.0,17500.0
CYBERED TECH PRIVATE LIMITED,Work from home,Data Scientist,1400.0,1400.0,1400.0
Faaya,Work from home,Machine Learning Engineer,18000.0,27000.0,22500.0
Kajkarma,Work from home,Web Development,1000.0,1000.0,1000.0
Laxit Communications Private Limited,"Kalyan, Mumbai, Kurla",Data Scientist,21000.0,35000.0,28000.0
EvolutionCo Digital & Interactive Consultancy Private Limited,Mumbai,Web Development,5000.0,8000.0,6500.0
CogVerge,Mumbai,Data Scientist,5000.0,8000.0,6500.0
Aastha Malik,Work from home,Data Scientist,1000.0,2000.0,1500.0
Dopetech Solution,Work from home,Data Scientist,1500.0,1500.0,1500.0
Isourse,Delhi,Data Engineer,20000.0,25000.0,22500.0
MentorBoxx,"Amritsar, Aurangabad, Chandigarh, Delhi, Ghaziabad, Gurgaon, Patiala, Pune, Mumbai, Pimpri-Chinchwad, Noida, Raipur, Nagpur, Nashik",Data Scientist,10000.0,10000.0,10000.0
YOUNG AND BILLIONAIRE,Delhi,Machine Learning Engineer,5000.0,8000.0,6500.0
MentorBoxx,Work from home,Machine Learning Engineer,10000.0,10000.0,10000.0
MentorBoxx,Work from home,Data Scientist,10000.0,10000.0,10000.0
MentorBoxx,Work from home,Web Development,10000.0,10000.0,10000.0
8Views,"Secunderabad, Hyderabad, Madhapuram, Telangana",QA Engineer,5000.0,5000.0,5000.0
Velozity Global Solutions,Work from home,DevOps Engineer,10000.0,15000.0,12500.0
Velozity Global Solutions,Work from home,Data Scientist,10000.0,15000.0,12500.0
EV ChargeMan,Hyderabad,Data Scientist,10000.0,15000.0,12500.0
Suraj,Ahmedabad,Software Engineer (Frontend),22000.0,22000.0,22000.0
Softech And Network Solutions,North,Web Development,5000.0,12000.0,8500.0
Blaziken Technologies Private Limited,Mumbai,QA Engineer,5000.0,8000.0,6500.0
Gaincafe Technologies Private Limited,Jaipur,Data Scientist,5000.0,5000.0,5000.0
Aniket Malik,Work from home,Data Scientist,1000.0,2500.0,1750.0
Ai Unika Technologies Private Limited,Pune,Data Scientist,5000.0,8000.0,6500.0
NLTI LAWKIFY PVT LTD,Chandigarh,Machine Learning Engineer,20000.0,25000.0,22500.0
Arsik Creative Studio,Work from home,Machine Learning Engineer,5000.0,10000.0,7500.0
Dashtoon,Work from home,Web Development,15000.0,15000.0,15000.0
Nityora Labs,Work from home,Machine Learning Engineer,10000.0,20000.0,15000.0
Vyaasa,Work from home,Full Stack Developer,10000.0,20000.0,15000.0
Yes Advisors Private Limited,Work from home,Web Development,5500.0,7000.0,6250.0
Infoware,Work from home,Mobile Developer,6000.0,10000.0,8000.0
Yes Advisors Private Limited,Work from home,Machine Learning Engineer,6000.0,10000.0,8000.0
Aashay Kapoor,Work from home,Web Development,5000.0,10000.0,7500.0
Tutedude,Work from home,iOS Developer,25000.0,25000.0,25000.0
Tutedude,Work from home,Full Stack Developer,25000.0,25000.0,25000.0
Dacoid Digital,Work from home,Blockchain Developer,20000.0,25000.0,22500.0
Sigillieum Software Consultants Pvt.Ltd,Work from home,Machine Learning Engineer,6000.0,6000.0,6000.0
PracVerse Private Limited,Mumbai,Cybersecurity Analyst,5000.0,20000.0,12500.0
Enlace Solutions,Mumbai,Web Development,10000.0,12000.0,11000.0
Inferigence Quotient Private Limited,Bangalore,Data Scientist,5000.0,10000.0,7500.0
Nexotech Solutions,Alappuzha,Software Engineer (Frontend),6000.0,8000.0,7000.0
Tutedude,Work from home,Software Engineer (Backend),25000.0,25000.0,25000.0
365 AI Tech,Work from home,DevOps Engineer,8000.0,8000.0,8000.0
Digital Heroes,Work from home,Web Development,2000.0,5000.0,3500.0
Albearoti Solutions Inc.,Work from home,Data Scientist,8000.0,10000.0,9000.0
Custofar Technologies Pvt. Ltd.,Nagpur,Data Scientist,8000.0,10000.0,9000.0
Niviverse Technologies Private Limited,Work from home,Mobile Developer,1000.0,5000.0,3000.0
Ghackk Technologies,Bhagalpur,Data Scientist,5000.0,5000.0,5000.0
NayePankh Foundation,Work from home,Mobile Developer,8000.0,10000.0,9002.5
NayePankh Foundation,Work from home,Data Scientist,8000.0,10000.0,9002.5
SPLEX,Work from home,Data Scientist,20000.0,25000.0,22500.0
Virtual Team,Work from home,Data Scientist,3000.0,3000.0,3000.0
Vyorius Drones Private Limited,Work from home,NLP Engineer,3000.0,5000.0,4000.0
TwinLine Business Solutions Private Limited,Gurgaon,Full Stack Developer,20000.0,20000.0,20000.0
We Do Your Tech,Work from home,Data Scientist,17500.0,20000.0,18750.0
Gurucool,Jaipur,Software Engineer (Backend),8000.0,10000.0,9000.0
Astute Lex Servicado Private Limited,Work from home,Software Engineer (Backend),4999.0,5000.0,4999.5
Vyorius Drones Private Limited,Work from home,Machine Learning Engineer,3000.0,5000.0,4000.0
