Company,Location,Job Title,min_salary,max_salary,avg_salary
Vyorius Drones Private Limited,Work from home,Machine Learning Engineer,3000.0,5000.0,4000.0
Vyorius Drones Private Limited,Work from home,Technical Writer,3000.0,5000.0,4000.0
Vyorius Drones Private Limited,Work from home,NLP Engineer,3000.0,5000.0,4000.0
Vyorius Drones Private Limited,Work from home,Machine Learning Engineer,3000.0,5000.0,4000.0
Scale Labs,Hyderabad,Research Scientist,10000.0,10000.0,10000.0
Vyorius Drones Private Limited,Work from home,Game Developer,3000.0,5000.0,4000.0
Hungama Digital Media Entertainment Private Limited,Noida,Machine Learning Engineer,5000.0,5000.0,5000.0
Quantasis Private Limited,Mumbai,DevOps Engineer,10000.0,15000.0,12500.0
Arhant Solutions,Ahmedabad,Software Engineer (Backend),7000.0,10000.0,8500.0
Vyorius Drones Private Limited,Work from home,Software Engineer (Frontend),3000.0,5000.0,4000.0
Arxena,Mumbai,Full Stack Developer,13000.0,45000.0,29000.0
Vyorius Drones Private Limited,Work from home,Data Scientist,3000.0,5000.0,4000.0
Vyorius Drones Private Limited,Work from home,Machine Learning Engineer,3000.0,5000.0,4000.0
Emoolar Technology Private Limited,Work from home,Web Development,5000.0,7000.0,6000.0
RR Forever Jewellery,Jaipur,Cybersecurity Analyst,6000.0,10000.0,8000.0
Startupmancer,"Delhi, Noida",Data Scientist,4000.0,12000.0,8000.0
Heal Easy,Work from home,Full Stack Developer,10000.0,20000.0,15000.0
RealtyAI,Work from home,Machine Learning Engineer,1001.0,7501.0,4251.0
Kyoren Labs Private Limited,Navi Mumbai,NLP Engineer,15000.0,20000.0,17500.0
Buddha Education Association Incorporation,Work from home,Machine Learning Engineer,10000.0,10000.0,10000.0
Buddha Education Association Incorporation,Work from home,Machine Learning Engineer,10000.0,10000.0,10000.0
Buddha Education Association Incorporation,Work from home,Data Scientist,10000.0,10000.0,10000.0
Buddha Education Association Incorporation,Work from home,Machine Learning Engineer,10000.0,10000.0,10000.0
Buddha Education Association Incorporation,Work from home,Web Development,10000.0,10000.0,10000.0
NatWest Group,Gurgaon,UI/UX Designer,45000.0,45000.0,45000.0
LOBB,Bangalore,Data Scientist,10000.0,20000.0,15000.0
Political Sampark,Work from home,Data Scientist,5000.0,8000.0,6500.0
Hungama Digital Media Entertainment Private Limited,Mumbai,Data Scientist,10000.0,10000.0,10000.0
ONE XL INFO LLP,Pune,Full Stack Developer,7000.0,7000.0,7000.0
Fast Track Careers,Work from home,Cloud Engineer,5000.0,10000.0,7500.0
Soundverse AI,Work from home,Software Engineer (Backend),10000.0,10000.0,10000.0
Explified,Work from home,Full Stack Developer,5000.0,5000.0,5000.0
The Core Systems,"Chandigarh, Mohali, Panchkula",Full Stack Developer,8000.0,8000.0,8000.0
Enbraun Technologies Private Limited,Jaipur,Web Development,10000.0,10000.0,10000.0
Learnify,Hyderabad,Data Scientist,5000.0,10000.0,7500.0
Vitals7,"Hyderabad, Bangalore",Data Scientist,10000.0,40000.0,25000.0
Rancho Labs,Work from home,Data Scientist,7500.0,7500.0,7500.0
Greenin Urja,Vikasnagar,Data Scientist,8000.0,12000.0,10000.0
TechHaus Software Services Private Limited,"Delhi, Ghaziabad, Gurgaon, Noida",Full Stack Developer,20000.0,20000.0,20000.0
Muncho Technologies Private Limited,Work from home,Full Stack Developer,5000.0,10000.0,7500.0
Mind Prabha Techonologies Private Limited,Pune,Mobile Developer,2000.0,2100.0,2050.0
Maximilian Globus,Work from home,QA Engineer,3000.0,3000.0,3000.0
Anubrain Technology Private Limited,Work from home,Machine Learning Engineer,3000.0,5000.0,4000.0
Medius Technologies Private Limited,Work from home,Data Scientist,6500.0,6500.0,6500.0
Medius Technologies Private Limited,Work from home,Blockchain Developer,6500.0,6500.0,6500.0
Digital Guruji,Work from home,Full Stack Developer,5000.0,5000.0,5000.0
Kanan Park Technologies LLP,Pune,Web Development,7500.0,10000.0,8750.0
Sedani Digital Private Limited,Ahmedabad,Data Scientist,3000.0,3000.0,3000.0
Jorim Technology Solutions Private Limited,Chennai,Web Development,8000.0,10000.0,9000.0
CasePilot,Work from home,Full Stack Developer,20000.0,90000.0,55000.0
Clinix Sphere,Work from home,Full Stack Developer,1500.0,2000.0,1750.0
Tutedude,Work from home,Machine Learning Engineer,25000.0,25000.0,25000.0
GEMA Education Technology Private Limited,Work from home,Machine Learning Engineer,2000.0,2000.0,2000.0
GEMA Education Technology Private Limited,Work from home,Web Development,2000.0,2000.0,2000.0
GEMA Education Technology Private Limited,Work from home,Data Scientist,2000.0,2000.0,2000.0
GEMA Education Technology Private Limited,Work from home,NLP Engineer,2000.0,2000.0,2000.0
Solvitude,Work from home,Data Scientist,1000.0,3000.0,2000.0
Capes India,Mumbai,Web Development,5000.0,5000.0,5000.0
Capes India,Mumbai,Blockchain Developer,5000.0,5000.0,5000.0
PRAM,Work from home,Machine Learning Engineer,5001.0,5003.0,5002.0
Factifi,Work from home,Data Scientist,1000.0,20000.0,10500.0
Sipora Beverages Pvt Ltd,Delhi,Android Developer,2501.0,5002.0,3751.5
Syncliner Software Platforms Pvt. Ltd.,Work from home,Software Engineer (Frontend),3000.0,5000.0,4000.0
Indus Webpro,Work from home,Data Scientist,12000.0,30000.0,21000.0
RegisterKaro,Gurgaon,Data Scientist,10000.0,15000.0,12500.0
Asynzx Computing,Work from home,Full Stack Developer,8000.0,8000.0,8000.0
Foodcow,Chennai,Web Development,5000.0,10000.0,7500.0
Purple Cat Marketing,Work from home,Machine Learning Engineer,2000.0,5000.0,3500.0
Loan For India,Work from home,Full Stack Developer,5000.0,7000.0,6000.0
Suyash Kumar Dewangan,Work from home,Software Engineer (Frontend),2000.0,5000.0,3500.0
IDZ Digital Private Limited,Mumbai,QA Engineer,8000.0,10000.0,9000.0
Medius Technologies Private Limited,Work from home,Software Engineer (Frontend),6500.0,6500.0,6500.0
Zentosys Solutions Private Limited,Work from home,Data Scientist,3000.0,7000.0,5000.0
Swecha AP,Vijayawada,Machine Learning Engineer,8000.0,10000.0,9002.5
IDZ Digital Private Limited,Work from home,Web Development,8000.0,10000.0,9000.0
FynTune Solution Private Limited,"Thane, Navi Mumbai",Web Development,12000.0,18000.0,15000.0
Encrobytes Technologies Private Limited,Faridabad,Full Stack Developer,10000.0,20000.0,15000.0
Artklim,Work from home,Web Development,8000.0,8000.0,8000.0
AroundYou,Work from home,Data Scientist,8000.0,15000.0,11500.0
PJP Digital,Pune,Data Scientist,3500.0,5000.0,4250.0
Worko.ai,Work from home,iOS Developer,5000.0,10000.0,7500.0
Quantum IT Innovation,Work from home,Mobile Developer,10000.0,15000.0,12500.0
Quantum IT Innovation,Work from home,Data Scientist,18000.0,23000.0,20500.0
Quantum IT Innovation,Work from home,Technical Writer,10000.0,15000.0,12500.0
Rydeu Logistics UG,Work from home,QA Engineer,10000.0,12000.0,11000.0
Intugine Technologies Private Limited,Bengaluru,Blockchain Developer,10000.0,15000.0,12500.0
Openbiz,Work from home,Full Stack Developer,20000.0,26000.0,23000.0
Fallon Studio,Work from home,Full Stack Developer,3000.0,7000.0,5000.0
Vantech Med International,Work from home,Software Engineer (Backend),12000.0,15000.0,13500.0
Attyr,Work from home,Data Scientist,7000.0,8000.0,7500.0
Meru Technosoft Private Limited,Work from home,Software Engineer (Backend),2800.0,5600.0,4200.0
BookChor,Noida,Web Development,5000.0,7000.0,6000.0
Omschrift Inventions (OPC) Private Limited,Ahmedabad,Web Development,2000.0,15000.0,8500.0
RSVR Technlogies Private Limited,Work from home,Software Engineer (Frontend),15000.0,15000.0,15000.0
Third Origin LLC,Work from home,Data Scientist,4999.0,5000.0,4999.5
Briahsoft Technologies Private Limited,Work from home,Software Engineer (Frontend),10000.0,12000.0,11000.0
Vui Consultancy Private Limited,Gurgaon,Full Stack Developer,15000.0,15000.0,15000.0
Anemative Private Limited,Work from home,Game Developer,10000.0,20000.0,15000.0
StoreShoppy Online Services Private Limited,"Faridabad, Delhi, Gurgaon, Noida",Software Engineer (Frontend),8000.0,12000.0,10000.0
Koshish Charitable Trust,"Jamui, Patna, Samastipur, Rajauli",Web Development,8000.0,10000.0,9002.5
Bhash Software Labs Private Limited,Bengaluru,Web Development,18000.0,20000.0,19000.0
Ashu Vikhe,Work from home,Data Scientist,12000.0,14000.0,13000.0
Expose Trendze,Work from home,Data Scientist,4500.0,6000.0,5250.0
Aaptatt,Work from home,DevOps Engineer,16000.0,20000.0,18000.0
Skymute Technology Private Limited,Work from home,Mobile Developer,10000.0,15000.0,12500.0
OutFlo,Work from home,Full Stack Developer,25000.0,25000.0,25000.0
ATS Studio,Jaipur,Web Development,5000.0,10000.0,7500.0
Ishan Khandelwal,Work from home,Mobile Developer,10000.0,12500.0,11250.0
COSGrid Systems Private Limited,Chennai,Machine Learning Engineer,15000.0,25000.0,20000.0
Reliance Jio,Bengaluru,Data Scientist,8000.0,10000.0,9002.5
UniCult,"Coimbatore, Bengaluru",Machine Learning Engineer,20000.0,30000.0,25000.0
Reliance Jio,Gurgaon,Data Scientist,8000.0,10000.0,9002.5
Reliance Jio,Dharmapuri,QA Engineer,8000.0,10000.0,9002.5
Reliance Jio,Gurgaon,NLP Engineer,8000.0,10000.0,9002.5
Acumensa Technologies,Work from home,Web Development,7500.0,12000.0,9750.0
Oracle,Bengaluru,Full Stack Developer,8000.0,10000.0,9002.5
COSGrid Systems Private Limited,Chennai,Data Scientist,15000.0,25000.0,20000.0
Qualcomm,"Chennai, Bengaluru, Hyderabad, Noida",Mobile Developer,8000.0,10000.0,9002.5
Digital Heroes,Lucknow,Data Scientist,10000.0,25000.0,17500.0
Amazon,"Chennai, Delhi, Bengaluru",Data Scientist,8000.0,10000.0,9002.5
Amazon,Bengaluru,Data Scientist,8000.0,10000.0,9002.5
GK Gadgets,Work from home,Web Development,3000.0,8000.0,5500.0
Pulse Pharmaceuticals,Hyderabad,Data Scientist,10000.0,15000.0,12500.0
Amazon,Bengaluru,Data Scientist,8000.0,10000.0,9002.5
PwC,Gurgaon,Machine Learning Engineer,8000.0,10000.0,9002.5
Intel,Bengaluru,Junior Developer,8000.0,10000.0,9002.5
Cabswale,Jaipur,Mobile Developer,16000.0,25000.0,20500.0
Cabswale,Jaipur,Machine Learning Engineer,16000.0,25000.0,20500.0
Intel,Bengaluru,Junior Developer,8000.0,10000.0,9002.5
IBM,Kochi,Full Stack Developer,8000.0,10000.0,9002.5
IBM,Bengaluru,Cybersecurity Analyst,8000.0,10000.0,9002.5
Cabswale,Jaipur,Software Engineer (Backend),16000.0,25000.0,20500.0
IBM,Bengaluru,Data Engineer,8000.0,10000.0,9002.5
Pelvaan (UltimaLabs Private Limited),Work from home,Data Scientist,5000.0,10000.0,7500.0
Weboin Technologies Private Limited,Chennai,Software Engineer (Frontend),10000.0,10000.0,10000.0
Qualcomm,"Chennai, Bengaluru, Hyderabad, Noida",Cybersecurity Analyst,40000.0,43000.0,41500.0
IntelliSQR,"Faridabad, Gurgaon, Noida, Delhi",Full Stack Developer,10000.0,12000.0,11000.0
Quantinent Analytics,Work from home,Full Stack Developer,5000.0,5000.0,5000.0
Lateral Works Studio,Vasai,Machine Learning Engineer,5000.0,10000.0,7500.0
Lohitech Solutions,Work from home,Data Scientist,4000.0,8000.0,6000.0
Modgenics Technology Solutions Private Limited,Work from home,Web Development,10000.0,15000.0,12500.0
AI4SEE PRIVATE LIMITED,Bengaluru,Software Engineer (Frontend),3000.0,5000.0,4000.0
Meru Technosoft Private Limited,Work from home,Mobile Developer,7000.0,10000.0,8500.0
Pinak Idea Lab Private Limited,Work from home,Machine Learning Engineer,5000.0,5000.0,5000.0
SatyaSys Tech Private Limited,Kolkata,Software Engineer (Backend),5000.0,10000.0,7500.0
Homely Planet,Work from home,Software Engineer (Frontend),5000.0,10000.0,7500.0
Hubnine India Private Limited,Work from home,Data Engineer,15000.0,75000.0,45000.0
CCBUL,Work from home,Data Scientist,3000.0,3000.0,3000.0
Webmobi,Work from home,Software Engineer (Frontend),3000.0,3000.0,3000.0
BookmyPackers,Work from home,Full Stack Developer,3000.0,5000.0,4000.0
Chat With Nerd,Work from home,Machine Learning Engineer,12000.0,12000.0,12000.0
StartCoding,Work from home,Machine Learning Engineer,15000.0,15000.0,15000.0
Meru Technosoft Private Limited,Work from home,Android Developer,6000.0,6000.0,6000.0
InstaWeb Labs Private Limited,Mumbai,Data Scientist,10000.0,20000.0,15000.0
InstaWeb Labs Private Limited,Work from home,Technical Writer,10000.0,25000.0,17500.0
Rustic Wisdom,Bengaluru,Web Development,8000.0,8000.0,8000.0
